Timestamp,Wind Speed (m/s),AC Power (MW),DC Power (MW),Generator Output (MW)
2025-06-25 00:00:00-04:00,10.66959882347064,310.19266352703477,316.52312604799465,326.3125010804069
2025-06-25 00:05:00-04:00,11.013426803641469,324.0985951694994,330.71285221377485,340.9410847564689
2025-06-25 00:10:00-04:00,10.319606782698138,296.0374298780136,302.0790100796057,311.4216598758822
2025-06-25 00:15:00-04:00,10.6063870934701,307.63610022479077,313.91438798448036,323.6230803963715
2025-06-25 00:20:00-04:00,10.670430681267726,310.2263075534947,316.55745668723955,326.34789349199957
2025-06-25 00:25:00-04:00,10.785513240883676,314.88075774240644,321.3068956555168,331.2442223252751
2025-06-25 00:30:00-04:00,11.233453056908193,332.99743474606464,339.7933007612905,350.3023719188562
2025-06-25 00:35:00-04:00,12.25654961257413,364.0,371.42857142857144,382.9160530191458
2025-06-25 00:40:00-04:00,12.837698481614325,364.0,371.42857142857144,382.9160530191458
2025-06-25 00:45:00-04:00,9.838973015883797,276.59846419796685,282.2433308142519,290.97250599407414
2025-06-25 00:50:00-04:00,11.354648046687075,337.89909877712165,344.794998752165,355.4587616001701
2025-06-25 00:55:00-04:00,11.155009149365718,329.824814485458,336.55593314842645,346.96487953446024
2025-06-25 01:00:00-04:00,11.512603060100583,344.2875015418458,351.31377708351613,362.17915163249086
2025-06-25 01:05:00-04:00,11.786089040942915,355.34849010035794,362.60050010240604,373.8149485591815
2025-06-25 01:10:00-04:00,11.780287802876556,355.11386224967407,362.3610839282389,373.568127761071
2025-06-25 01:15:00-04:00,11.834246040649695,357.2961731996099,364.5879318363367,375.8638472539553
2025-06-25 01:20:00-04:00,12.610081114246945,364.0,371.42857142857144,382.9160530191458
2025-06-25 01:25:00-04:00,13.185118695136564,364.0,371.42857142857144,382.9160530191458
2025-06-25 01:30:00-04:00,12.823449503455493,364.0,371.42857142857144,382.9160530191458
2025-06-25 01:35:00-04:00,11.181295236863402,330.88794069091983,337.640755807061,348.08325340934124
2025-06-25 01:40:00-04:00,11.403497943295017,339.87480570659847,346.8110262312229,357.5371404445597
2025-06-25 01:45:00-04:00,12.143347384570932,364.0,371.42857142857144,382.9160530191458
2025-06-25 01:50:00-04:00,12.347698852914327,364.0,371.42857142857144,382.9160530191458
2025-06-25 01:55:00-04:00,14.29403205408668,364.0,371.42857142857144,382.9160530191458
2025-06-25 02:00:00-04:00,11.948394362436817,361.9128386585557,369.2988149577099,380.7204277914535
